q0,q1
"SELECT state_name FROM tweets WHERE CAST(DATE_TRUNC('QUARTER', CAST(created_at AS DATE)) AS DATE) = TIMESTAMP '2021-10-01 00:00:00.000' AND created_at >= TIMESTAMP '2020-01-01 00:00:00.000' AND created_at <= TIMESTAMP '2022-12-31 11:59:59.000'","SELECT state_name FROM tweets WHERE DATE_TRUNC('QUARTER', created_at) = TIMESTAMP '2021-10-01 00:00:00.000' AND created_at >= TIMESTAMP '2020-01-01 00:00:00.000' AND created_at <= TIMESTAMP '2022-12-31 11:59:59.000'"
